,ASIN,title,price,rating,review_count
111,B07L4JFR3Q,"Bulk Classroom Headphones (10 Pack) - On-Ear Premium Student Headsets: Perfect for Kids K-12 in Classrooms, Schools & Class Sets (Great Value, Durable, Noise Reducing, Comfortable Fit, Easy to Clean)",79.99,4.3,391
112,B078HFXGWJ,Soundnetic CCV 10 Pack Classroom Stereo Budget Headphones with Leatherette Earpads Volume Control,39.99,4.5,215
113,B07JM4PWC6,"BCS-700 | Wireless Bluetooth Headphones Neckbands with Retractable Earbuds, Auto Answer on Earbud Pull for Home Office, Video Conference (Matte Black)…",49.99,4.2,2609
114,B07J2Z5DBM,TOZO T10 Bluetooth 5.0 Wireless Earbuds with Wireless Charging Case IPX8 Waterproof TWS Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black,23.99,4.3,177023
115,B07RGZ5NKS,TOZO T6 True Wireless Earbuds Bluetooth Headphones Touch Control with Wireless Charging Case IPX8 Waterproof TWS Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass for Sport Black,25.99,4.5,90506
116,B089Q1XQ2F,"Mpow H19 IPO Active Noise Cancelling Headphones, Bluetooth 5.0 Headphones with Deep Bass, Fast Charge, 35H Playtime, Lightweight Headset, CVC 8.0 Mic for Home Office, Online Study, Travel",49.99,4.5,11245
117,B088LR8C8P,"Sleep Headphones Sleeping Headphones Bluetooth, Bluetooth Headband Headphones with Built-in Thin Speakers, Comfortable for Sleeping Running Yoga (Grey)",16.98,4.4,2294
118,B08HVQKLM3,"AUKEY True Wireless Earbuds, Bluetooth 5 Headphones with Wireless Charging Case, in-Ear Detection, 30H Playtime, IPX5 Water Resistance, Type-C Low Latency Stereo Earphones for iPhones and Android",44.99,4.3,3200
119,B07G95TJ3P,"Bose QuietComfort 35 (Series II) Wireless Headphones, Noise Cancelling, with Alexa voice control – Limited Edition Triple Midnight",299.0,4.7,4293
120,B083BT3VXZ,PALOVUE Lightning Headphones Earphones Earbuds Compatible iPhone 12 11 Pro Max iPhone X XS Max XR iPhone 8 Plus iPhone 7 Plus MFi Certified with Microphone Controller SweetFlow Black,20.99,4.4,6361
121,B074JHQ8M3,"Cyber Acoustics 3.5mm Stereo Headset with Headphones and Noise Cancelling Microphone for PCs, Tablets, and Cell Phones in The Office, Classroom or Home (AC-5002A)",15.99,4.2,5744
122,B07ZRSPGLH,"Bluetooth Headphones Wireless,Tuinyo Over Ear Stereo Wireless Headset 35H Playtime with deep bass, Soft Memory-Protein Earmuffs, Built-in Mic Wired Mode PC/Cell Phones/TV- Rose Gold",25.99,4.4,3811
123,B003ELYQGG,"Panasonic ErgoFit In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit",8.98,4.3,107892
124,B07MCCJ6VY,"Headphones with Microphone, Vogek Lightweight Foldable on Ear Headset for Kids Teens Adults, Wired Stereo Headphones with Deep Bass, Portable Design for Home Office Travel Virtual Schooling, Black",10.99,4.5,16008
